,X,UniqueID,CAS,ChemicalNumber,Chemical,FacilityID,Longitude,Latitude,FacilityName,Street,City,County,State,ZIPCode,ZIP9,FIPS,STFIPS,StackHeight,StackVelocity,StackDiameter,StackTemperature,ChromHexPercent,ModeledNAICS,PoundsReleased_2016,PoundsReleased_2017,PoundsReleased_2018,PoundsReleased_2019,PoundsReleased_2020,PoundsPT_2016,PoundsPT_2017,PoundsPT_2018,PoundsPT_2019,PoundsPT_2020,Score_2016,Score_2017,Score_2018,Score_2019,Score_2020,NCScore_2016,NCScore_2017,NCScore_2018,NCScore_2019,NCScore_2020,CScore_2016,CScore_2017,CScore_2018,CScore_2019,CScore_2020,Hazard_2016,Hazard_2017,Hazard_2018,Hazard_2019,Hazard_2020,HazardC_2016,HazardC_2017,HazardC_2018,HazardC_2019,HazardC_2020,HazardNC_2016,HazardNC_2017,HazardNC_2018,HazardNC_2019,HazardNC_2020,population_1km,WhtPercent_1km,NWPercent_1km,HispPercent_1km,BlkPercent_1km,AsianPercent_1km,AmerIndPercent_1km,Under5Percent_1km,ReprodFemPercent_1km,Over64Percent_1km,EduPercent_1km,housing_units_1km,VacPercent_1km,OwnOccPercent_1km,avg_median_income_1km,avg_median_house_value_1km,facility_count_1km,population_5km,WhtPercent_5km,NWPercent_5km,HispPercent_5km,BlkPercent_5km,AsianPercent_5km,AmerIndPercent_5km,Under5Percent_5km,ReprodFemPercent_5km,Over64Percent_5km,EduPercent_5km,housing_units_5km,VacPercent_5km,OwnOccPercent_5km,avg_median_income_5km,avg_median_house_value_5km,facility_count_5km,population_10km,WhtPercent_10km,NWPercent_10km,HispPercent_10km,BlkPercent_10km,AsianPercent_10km,AmerIndPercent_10km,Under5Percent_10km,ReprodFemPercent_10km,Over64Percent_10km,EduPercent_10km,housing_units_10km,VacPercent_10km,OwnOccPercent_10km,avg_median_income_10km,avg_median_house_value_10km,facility_count_10km,GEOID_tract,populationE_tract,WhtPercent_tract,NWPercent_tract,HispPercent_tract,BlkPercent_tract,AsianPercent_tract,AmerIndPercent_tract,Under5Percent_tract,ReprodFemPercent_tract,Over64Percent_tract,EduPercent_tract,housing_unitsE_tract,VacPercent_tract,OwnOccPercent_tract,medincomeE_tract,median_house_valueE_tract,facility_count_tract,GEOID_county,populationE_county,WhtPercent_county,NWPercent_county,HispPercent_county,BlkPercent_county,AsianPercent_county,AmerIndPercent_county,Under5Percent_county,ReprodFemPercent_county,Over64Percent_county,EduPercent_county,housing_unitsE_county,VacPercent_county,OwnOccPercent_county,medincomeE_county,median_house_valueE_county,facility_count_county,geometry, 
2643,2659,613_07011LMRTC16RIC,79947,613,Tetrabromobisphenol A,07011LMRTC16RIC,-74.1609,40.8892,LAMART CORP,16 RICHMOND ST,CLIFTON,PASSAIC,NJ,7011,7011,34031,34,9.8,9.7,0.6,365.4,0.34,322220,139,152,148,59,160,139,152,148,59,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8727.993307,0.543261267,0.456738733,0.429471844,0.075980104,0.033492712,1.10E-05,0.064268479,0.215751202,0.14615971,0.203492723,2882.8519,0.02242788,0.97757212,63885.13333,300438.4615,1,189829.9628,0.472982527,0.527017473,0.546773802,0.141781295,0.050193098,0.002522497,0.06731022,0.241420159,0.139036003,0.204110795,65707.91227,0.055800969,0.944199031,67266.44654,319703.4483,1,568732.6263,0.602751772,0.397248228,0.421288887,0.111851917,0.064238479,0.002224147,0.066581228,0.237139235,0.144328066,0.1544769,201542.1013,0.047986821,0.952013179,90142.78079,383329.9537,3,34031124601,4603,0.504453617,0.495546383,0.399522051,0.135129264,0.05127091,0,0.054964154,0.212687378,0.189876168,0.166085578,1508,0.039787798,0.960212202,61935,321200,1,34031,503637,0.639601538,0.360398462,0.415384493,0.111983433,0.052168526,0.002950538,0.067951719,0.233273171,0.142755596,0.162597924,177090,0.065847874,0.934152126,69688,342600,1,c(-8255553.62477088, 4996012.40026604)
2644,2660,613_12158GNRLLNORYL,79947,613,Tetrabromobisphenol A,12158GNRLLNORYL,-73.853563,42.575416,SHPP US LLC,1 NORYL AVE,SELKIRK,ALBANY,NY,12158,12158,36001,36,15.2,0,0.3,295.4,0.34,325211,51,28.7,NA,NA,NA,51,28.7,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,140.8034525,0.91352381,0.08647619,0.156571429,0.009142857,0,0,0.025142857,0.17752381,0.147809524,0.032983508,63.0799467,0.082482993,0.917517007,79610,245100,1,5567.802196,0.919323907,0.080676093,0.0652611,0.004441277,0.036119826,0,0.033848569,0.183029745,0.167758181,0.022832252,2395.429037,0.039761992,0.960238008,108770.7143,291385.7143,1,31916.04722,0.912315609,0.087684391,0.032962481,0.022231138,0.039126281,0.000137151,0.050595851,0.206991963,0.185913261,0.028409864,13496.4659,0.036694861,0.963305139,104925.6897,267643.3333,1,36001014304,3166,0.928300695,0.071699305,0.129816804,0.007580543,0,0,0.02274163,0.173720783,0.144346178,0.037949132,1524,0.063648294,0.936351706,78821,217600,1,36001,306968,0.753322822,0.246677178,0.059696776,0.123905423,0.066199083,0.001609288,0.050754476,0.244804019,0.165134477,0.078597293,141553,0.106059215,0.893940785,66252,222500,3,c(-8221341.02642895, 5247567.51554055)
2645,2661,613_14760CPRPW1648D,79947,613,Tetrabromobisphenol A,14760CPRPW1648D,-78.39067,42.0717,COOPER POWER SYSTEMS LLC,1648 DUGAN RD,OLEAN,CATTARAUGUS,NY,14760,14760,36009,36,10.9,7.6,0.6,365.9,0.34,335931,101,90,62,5.5,10,101,90,62,5.5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.58805014,0.957020547,0.042979453,6.60E-05,0.006459698,0.006392204,0.014798624,0.042131127,0.224774338,0.222535568,0.078146685,38.44416308,0.153255962,0.846744038,59640.8,105580,1,7527.933908,0.903194204,0.096805796,0.026448775,0.036469403,0.015282037,0.015018895,0.061657219,0.213832286,0.173593788,0.106030326,3813.822783,0.116957381,0.883042619,53357.93333,93984.61538,1,20077.9398,0.918372028,0.081627972,0.01673885,0.027683154,0.014573768,0.011255938,0.050270308,0.211288872,0.176238038,0.092030353,9826.037993,0.109872395,0.890127605,52943.14286,93826.92308,3,36009961000,4512,0.945257092,0.054742908,0.005097518,0.026152482,0.005319149,0.008865248,0.041445035,0.193927305,0.244237589,0.0546875,2464,0.171266234,0.828733766,56604,100700,1,36009,77121,0.91880292,0.08119708,0.021005952,0.014470767,0.007909648,0.032222093,0.057040235,0.201423737,0.18706967,0.111525289,41596,0.23600827,0.76399173,48703,88100,3,c(-8726409.46734355, 5171725.81459188)
2646,2662,613_14760HYSLL211FR,79947,613,Tetrabromobisphenol A,14760HYSLL211FR,-78.44064,42.093925,SOLEPOXY INC,211 FRANKLIN STREET,OLEAN,CATTARAUGUS,NY,14760,14760,36009,36,10.4,7.8,0.6,315.4,0.25,325991,1485,1314,1253,351.55,541.15,1485,1314,1253,351.55,541.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,826.3236612,0.960966809,0.039033191,4.82E-06,0.024065347,0.001378174,0.000703532,0.026045588,0.184520977,0.17094935,0.157573459,430.3132739,0.067683753,0.932316247,52302,73950,1,16104.14027,0.911413641,0.088586359,0.019081613,0.027202566,0.017163909,0.012830832,0.052317521,0.21469899,0.161958724,0.101491455,7774.102103,0.099263216,0.900736784,52589.5,92945,2,21961.01085,0.912105865,0.087894135,0.018175698,0.028185837,0.017806492,0.010535981,0.046905136,0.218645622,0.173639453,0.091462515,10344.2657,0.107124737,0.892875263,53778.07407,94560,3,36009961500,2132,0.939493433,0.060506567,0.000938086,0.023921201,0.016885553,0.011257036,0.035178236,0.212945591,0.156660413,0.123139378,1027,0.094449854,0.905550146,55592,70600,1,36009,77121,0.91880292,0.08119708,0.021005952,0.014470767,0.007909648,0.032222093,0.057040235,0.201423737,0.18706967,0.111525289,41596,0.23600827,0.76399173,48703,88100,3,c(-8731972.10229849, 5175059.35360829)
2647,2663,613_1906WNFNTY2PRGR,79947,613,Tetrabromobisphenol A,1906WNFNTY2PRGR,-74.7652,40.17209,INFINITY LTL,20 PROGRESS DR,MORRISVILLE,BUCKS,PA,19067,19067,42017,42,10.7,7,0.6,320.4,0.25,325991,NA,NA,NA,1124,1160,NA,NA,NA,1124,1160,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,0,NaN,NaN,NA,NA,1,16615.271,0.702992897,0.297007103,0.362520268,0.164336613,0.013230865,0.013905686,0.051257097,0.226508669,0.119025278,0.188489227,7004.122956,0.124552722,0.875447278,63077.55,166261.1111,1,203814.2282,0.607466614,0.392533386,0.228245394,0.263311241,0.028923424,0.002784465,0.06214065,0.230062568,0.131638556,0.142271279,82546.0566,0.101467405,0.898532595,72353.71975,206436.9863,1,42017980000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,42017,626806,0.875695191,0.124304809,0.053188706,0.040403251,0.048482306,0.00169909,0.048330743,0.207389527,0.181424556,0.061088455,250552,0.046784699,0.953215301,89139,330600,4,c(-8322823.99305726, 4890981.53305316)
2648,2664,613_1907WTHBNGSTEWA,79947,613,Tetrabromobisphenol A,1907WTHBNGSTEWA,-75.323113,39.865861,THE BOEING CO DEFENSE SPACE & SECURITY ROTORCRAFT PR,1 S STEWART AVE,RIDLEY PARK,DELAWARE,PA,19078,19078,42045,42,12.2,9.5,0.8,304,0.21,336411,NA,NA,310.66,263.73,206,NA,NA,310.6601,263.7303,206,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,1158.918127,0.966709459,0.033290541,0.006846263,0.009284174,0.01613762,0,0.053262868,0.242097189,0.208885552,0.025131695,509.1218971,0.012463427,0.987536573,88530,176250,1,66070.34883,0.766238672,0.233761328,0.0554153,0.173398582,0.016813988,0.00076066,0.059351547,0.229463745,0.140466855,0.086636936,26312.82463,0.086086396,0.913913604,71708.32203,172962.5,1,220412.6857,0.643915181,0.356084819,0.047293651,0.278256207,0.025034099,0.00242979,0.062679283,0.230664582,0.150371427,0.078485995,91339.08541,0.077625939,0.922374061,75106.07821,189458.5106,3,42045404103,3511,0.93392196,0.06607804,0.028197095,0.013956138,0.027057818,0,0.075192253,0.217601823,0.180290516,0.029009532,1322,0,1,79926,177100,1,42045,564554,0.687455939,0.312544061,0.038033563,0.215749069,0.057241646,0.002067118,0.059753363,0.228077385,0.160129943,0.069210381,224417,0.076464795,0.923535205,74477,244400,3,c(-8384930.5841242, 4846468.66923783)
2649,2665,613_19148SHLND2801S,79947,613,Tetrabromobisphenol A,19148SHLND2801S,-75.130454,39.909557,INEOS COMPOSITES PHILADELPHIA PLANT,2801 CHRISTOPHER COLUMBUS BLVD,PHILADELPHIA,PHILADELPHIA,PA,19148,19148,42101,42,10.7,4.8,0.6,494.3,0.34,325211,154,151.9,169,447,36,154,151.9,169,447,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.5199981,0.628349179,0.371650821,0.049265341,0.177182368,0.07346586,0,0.093344857,0.281763181,0.178046672,0.023351648,95.62496029,0.107142857,0.892857143,65625,120700,1,131567.4499,0.545314405,0.454685595,0.190103168,0.192656483,0.123426182,0.002150894,0.070847756,0.24462827,0.134684858,0.180094567,57445.52094,0.097667697,0.902332303,67128.09009,215781.6667,1,506611.625,0.599749843,0.400250157,0.157148393,0.191374059,0.094390655,0.002515706,0.058983122,0.275995726,0.135149992,0.125161349,237296.7644,0.103757271,0.896242729,74159.89559,290239.2482,3,42101980702,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,42101,1579075,0.406605133,0.593394867,0.146831531,0.421343508,0.072890141,0.003643905,0.067484445,0.260573437,0.134429334,0.153191616,685956,0.123359224,0.876640776,45927,163000,5,c(-8363483.88234746, 4852808.04028161)
2650,2666,613_21078MRCNC1300R,79947,613,Tetrabromobisphenol A,21078MRCNC1300R,-76.10859,39.53875,CYTEC ENGINEERED INC,1300 REVOLUTION ST,HAVRE DE GRACE,HARFORD,MD,21078,21078,24025,24,11.6,18.6,0.4,297,0.34,325520,38,NA,46,120,30,38,NA,46,120,30,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,1168.042446,0.651513606,0.348486394,0.025809414,0.264727778,0.008131561,0.002304514,0.043976916,0.249343889,0.258203128,0.177891492,543.1370405,0.097015452,0.902984548,74281.66667,243240,1,16783.39375,0.723486235,0.276513765,0.049990909,0.178017651,0.025144995,0.001785,0.036478832,0.218208249,0.194163961,0.090287253,7698.972687,0.097892886,0.902107114,83139.2,260620,1,40614.48416,0.704491416,0.295508584,0.064631262,0.18677916,0.024575473,0.00142164,0.055634032,0.216828438,0.172810748,0.102193099,17971.96405,0.107376841,0.892623159,81103.78378,243586.4865,1,24025306100,4167,0.681305496,0.318694504,0.051355892,0.251979842,0.015598752,0,0.034077274,0.192704584,0.227021838,0.147667593,2088,0.103448276,0.896551724,48370,218100,1,24025,252222,0.786446067,0.213553933,0.045551141,0.138144175,0.026222931,0.001724671,0.056026041,0.21941385,0.157987804,0.073350836,100210,0.06241892,0.93758108,89147,293400,2,c(-8472369.48379403, 4799139.34094186)
2651,2667,613_24354BRNSW150JO,79947,613,Tetrabromobisphenol A,24354BRNSW150JO,-81.49345,36.84435,GENERAL DYNAMICS MISSION SYSTEMS INC,150 JOHNSTON RD,MARION,SMYTH,VA,24354,24354,51173,51,9.1,8.6,0.5,505.4,0.21,336413,200,290,212,NA,NA,200,290,212,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,128.3950142,0.898390251,0.101609749,0.017294654,0.06655445,0.003750629,0,0.019380804,0.155040799,0.310906652,0.149497695,56.49637583,0.148830768,0.851169232,40328,134266.6667,1,5464.093262,0.919537454,0.080462546,0.017408105,0.052749096,0.008281759,0,0.042278113,0.190862101,0.24438875,0.19621505,2791.504314,0.171165832,0.828834168,39124.84615,97523,1,9633.17796,0.92160919,0.07839081,0.031742136,0.051324383,0.010100849,0,0.044964305,0.201892302,0.229688897,0.175219006,4902.599555,0.16810918,0.83189082,39585.25,98387.4375,1,51173030500,2540,0.922047244,0.077952756,0.015354331,0.051181102,0.003149606,0,0.05,0.181496063,0.149212598,0.183105981,1270,0.284251969,0.715748031,47168,92700,1,51173,30767,0.956186824,0.043813176,0.019891442,0.021711574,0.008385608,0.003900283,0.047908473,0.203334742,0.213475477,0.166585182,15398,0.17612677,0.82387323,40932,95800,1,c(-9071809.3569871, 4417433.33428449)
2652,2668,613_28144NTNLSCEDAR,79947,613,Tetrabromobisphenol A,28144NTNLSCEDAR,-80.53335,35.63367,HENKEL US OPERATIONS CORP,825 CEDAR SPRINGS RD,SALISBURY,ROWAN,NC,28147,28147,37159,37,15.2,6.1,0.8,351.5,0.25,325199,NA,NA,NA,0.9,NA,NA,NA,NA,0.9,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,420.9838745,0.571663127,0.428336873,0.233729309,0.245200138,0.003447547,0.009221242,0.030338411,0.189856788,0.147667523,0.337925607,116.6550285,0.079625491,0.920374509,42657.5,69400,2,9964.796595,0.660790033,0.339209967,0.171789484,0.184988832,0.033232532,0.037250465,0.034333999,0.206386488,0.152202519,0.155060893,4076.073873,0.149486275,0.850513725,57194.07692,147983.3333,2,48759.39279,0.656691475,0.343308525,0.136207396,0.246277366,0.009568247,0.008818345,0.061758744,0.22613477,0.161882048,0.133780992,20588.22403,0.129372444,0.870627556,52768.67442,149009.0909,2,37159051201,5975,0.74125523,0.25874477,0.16167364,0.166527197,0.021589958,0.005188285,0.033472803,0.200167364,0.094560669,0.166588235,2105,0.123990499,0.876009501,60977,134100,2,37159,140296,0.7668786,0.2331214,0.08824913,0.161636825,0.008973884,0.003727833,0.056566117,0.2156013,0.171936477,0.143563384,61642,0.142743584,0.857256416,49842,136400,3,c(-8964931.51387648, 4250331.30198016)
2653,2669,613_28677MCKML149WA,79947,613,Tetrabromobisphenol A,28677MCKML149WA,-80.99968,35.77122,MACK MOLDING CO,149 WATER TANK RD,STATESVILLE,IREDELL,NC,28677,28677,37097,37,9.4,7.4,0.9,294.3,0.97,326199,90,79.3,67.5,125.4,35.98,90,79.3,67.5,125.4,35.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.3825203,0.853531715,0.146468285,0.027181962,0.082168777,0.047221994,0.000586017,0.048661444,0.204909694,0.218041629,0.155861992,74.13002119,0.098235611,0.901764389,54057.5,158025,1,4544.465353,0.87483972,0.12516028,0.032071494,0.070311521,0.037072915,0.000869608,0.039210171,0.214702065,0.177287016,0.134628239,1932.813275,0.081944112,0.918055888,52531.625,143012.5,1,19907.40768,0.800949908,0.199050092,0.076521581,0.12616712,0.019978619,0.004930643,0.049124771,0.203745866,0.176338352,0.134683138,8304.419463,0.078027717,0.921972283,55318.78571,147996.2963,2,37097061103,2967,0.838220425,0.161779575,0.042130098,0.13380519,0,0,0.054937647,0.175598247,0.197842939,0.164799253,1264,0.067246835,0.932753165,46308,135700,1,37097,175538,0.812382504,0.187617496,0.076256993,0.121563422,0.025743714,0.002586335,0.055218813,0.222384897,0.155521881,0.107445001,74184,0.105346166,0.894653834,60955,190300,2,c(-9016843.1320181, 4269187.08772169)
2654,2670,613_2945WBNGST9775P,79947,613,Tetrabromobisphenol A,2945WBNGST9775P,-80.11228,32.96216,BOEING SOUTH CAROLINA INTERIORS RESPONSIBILITY CENTER SOUTH,9775 PATRIOT BLVD,LADSON,CHARLESTON,SC,29456,29456,45019,45,12.2,9.5,0.8,304,0.21,336413,NA,NA,48,8.29,18.37,NA,NA,48,8.29,18.37,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,829.6546773,0.396178867,0.603821133,0.198143451,0.307931327,0.095773401,0,0.066785489,0.263642796,0.052223446,0.070601067,355.9426283,0.053912985,0.946087015,60628.5,218200,1,40369.93929,0.566828434,0.433171566,0.104621444,0.275234867,0.043076361,0.002579774,0.062764704,0.263246453,0.104930436,0.084638637,16103.18567,0.056521593,0.943478407,66625.22857,205073.5294,1,172989.6714,0.605217644,0.394782356,0.080242981,0.277583057,0.028853847,0.004065976,0.064010085,0.24224813,0.127485882,0.096966968,68114.06482,0.067151422,0.932848578,66594.85714,198468.8679,1,45019003107,5874,0.375893769,0.624106231,0.146407899,0.383043922,0.063670412,0,0.0742254,0.255703098,0.116104869,0.092265606,3094,0.086619263,0.913380737,52396,178400,1,45019,401165,0.68255456,0.31744544,0.051328007,0.267318934,0.015756609,0.001872048,0.059297297,0.240938267,0.159119066,0.083248472,187953,0.153006337,0.846993663,64022,315600,5,c(-8918058.21588815, 3890282.41268739)
2655,2671,613_36553HNTSM555HU,79947,613,Tetrabromobisphenol A,36553HNTSM555HU,-88.001667,31.278056,HUNTSMAN ADVANCED MATERIALS LLC,555 HUNTSMAN RD,MC INTOSH,WASHINGTON,AL,36553,36553,1129,1,15.2,6.2,0.2,305.4,0.34,325211,2671.7,172.2,98.8,334.2,255.4,106.7,97.2,98.8,101.2,98.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.42060864,0.080962801,0.919037199,0,0.919037199,0,0,0.008752735,0.187089716,0.149890591,0.01650165,6.502147643,0.153465347,0.846534653,45273,NA,2,646.6743064,0.097481411,0.902518589,0.001038875,0.841116288,0,0.059270691,0.010833216,0.189038221,0.146383003,0.070030379,174.3952422,0.270170087,0.729829913,49852.75,105250,2,2009.885714,0.192748066,0.807251934,0.00412254,0.571874857,0.000397903,0.225416157,0.02583005,0.195331681,0.15210715,0.13388505,859.2901764,0.416625798,0.583374202,58892.16667,117100,2,1129044200,4337,0.351856122,0.648143878,0,0.368918607,0.000922297,0.278302974,0.019598801,0.1987549,0.16693567,0.090444357,1947,0.36825886,0.63174114,41792,97000,2,1129,16541,0.663321444,0.336678556,0.014569857,0.235415029,0.002539145,0.073816577,0.048425125,0.204643008,0.184208935,0.17371761,8554,0.29974281,0.70025719,41370,89100,2,c(-9796300.75939923, 3668912.90195626)
2656,2672,613_3735WRVGMN45PAR,79947,613,Tetrabromobisphenol A,3735WRVGMN45PAR,-86.0245,35.43704,RAVAGO MANUFACTURING AMERICAS,405 PARK TOWER DR,MANCHESTER,COFFEE,TN,37355,37355,47031,47,10.7,7,0.6,320.4,0.25,325991,591.15,3429,38,20,9,591.15,3429,38,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.50766285,0.975823886,0.024176114,0.001564975,0,0.000145888,0,0.00767588,0.233759478,0.196727493,0.11426199,29.85891006,0.09908088,0.90091912,52823.5,141300,1,2080.607654,0.87554152,0.12445848,0.014544339,0.055374455,0.004542374,4.50E-05,0.060494247,0.258514312,0.187786731,0.140810587,849.3427988,0.053033493,0.946966507,55211.16667,150333.3333,1,12903.35307,0.873933006,0.126066994,0.048385982,0.05108534,0.009706748,0.00024342,0.064875113,0.225552603,0.150661664,0.136133159,5228.734996,0.081802681,0.918197319,50836.70588,130729.3529,1,47031970600,4339,0.939617423,0.060382577,0.063839594,0.005300761,0.005300761,0,0.03964047,0.196358608,0.161097027,0.110552764,1692,0.084515366,0.915484634,48156,140100,1,47031,55209,0.904272854,0.095727146,0.043145139,0.039178395,0.010976471,0.000489051,0.063486026,0.216051731,0.171674908,0.145519809,24070,0.100706273,0.899293727,50351,141900,1,c(-9576203.53574596, 4223432.88850233)
2657,2673,613_3774WLMRPL169IN,79947,613,Tetrabromobisphenol A,3774WLMRPL169IN,-82.79759,36.18815,LMR PLASTICS,1609 INDUSTRIAL RD,GREENEVILLE,GREENE,TN,37745,37745,47059,47,9.1,8.6,0.6,342.6,0.34,333249,40391.95,41870,NA,NA,NA,40391.95,41870,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,443.4871486,0.935857689,0.064142311,0.190924216,0.047844977,0.000639587,0.000259539,0.055506318,0.161723109,0.133533895,0.229334099,241.4676391,0.194184217,0.805815783,32957,126100,1,10606.34679,0.915526121,0.084473879,0.076957449,0.0394052,0.00606455,0.005306155,0.036371092,0.178147593,0.208356877,0.119203245,5277.364501,0.151715912,0.848284088,45821.35714,138293.75,1,25230.27798,0.917971686,0.082028314,0.056110182,0.044670347,0.007164493,0.003001452,0.039843935,0.207305135,0.223525717,0.141286924,11605.35463,0.14117805,0.85882195,46335.62069,140566.6667,1,47059090100,6038,0.815998675,0.184001325,0.081815171,0.091089765,0,0.000828089,0.054985094,0.228221265,0.180192117,0.210612055,2951,0.214503558,0.785496442,30625,88500,1,47059,68834,0.945695441,0.054304559,0.028895604,0.021806084,0.004968475,0.002571404,0.047142401,0.206482262,0.211625069,0.152688172,32534,0.157927092,0.842072908,42595,122400,1,c(-9216985.55771024, 4326541.50154488)
2658,2674,613_38017LPHRSHIGHW,79947,613,Tetrabromobisphenol A,38017LPHRSHIGHW,-89.628217,35.046295,AOC TENNESSEE PLANT,860 HWY 57 E,COLLIERVILLE,FAYETTE,TN,38017,38017,47047,47,15.9,7.7,0.6,374.8,0.34,325211,NA,NA,NA,NA,18878,NA,NA,NA,NA,18878,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,67.20067962,0.690425981,0.309574019,0.04681569,0.28975116,0.005482919,0,0.021931674,0.201180936,0.269506537,0.065667011,28.08767334,0.054490414,0.945509586,107526,410500,1,12269.92634,0.813908006,0.186091994,0.062622978,0.116863558,0.027058785,0.001966661,0.04946817,0.222558607,0.151822248,0.064149114,4199.456114,0.022199799,0.977800201,103689.0714,313292.3077,1,42427.10616,0.756060406,0.243939594,0.038938719,0.126925499,0.083934922,0.004809834,0.05885099,0.220566531,0.141954968,0.053012883,15773.76991,0.05669818,0.94330182,106338.5588,305383.3333,2,47047060702,3632,0.688601322,0.311398678,0.032213656,0.283039648,0.005506608,0.000550661,0.031387665,0.209251101,0.253303965,0.063676823,1548,0.051679587,0.948320413,99038,346900,1,47047,40164,0.695299273,0.304700727,0.02703914,0.273877104,0.006722438,0.008714271,0.050418285,0.195423763,0.207424559,0.137929866,17114,0.088699311,0.911300689,60711,206700,1,c(-9977367.47714903, 4170174.23070899)
2659,2675,613_38054PLLTN5485T,79947,613,Tetrabromobisphenol A,38054PLLTN5485T,-89.94314,35.27508,TRADEBE TREATMENT & RECYCLING OF TN,5485 VICTORY LN,MILLINGTON,SHELBY,TN,38053,38053,47157,47,9.8,12.2,0.4,725.9,0.19,562211,5273,NA,NA,NA,NA,5273,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,147.6347589,0.449071751,0.550928249,0.050677371,0.46613146,0,0.012042148,0.025087807,0.191169092,0.130456598,0.153846154,54.15002947,0.084815321,0.915184679,58802,170300,1,11366.35492,0.189484186,0.810515814,0.062990976,0.741319242,0.001893298,0.003530972,0.076198615,0.258338061,0.100582735,0.183650722,4643.412955,0.17204975,0.82795025,39352.33333,77093.33333,2,73616.28761,0.206884385,0.793115615,0.041631522,0.740261651,0.004895898,0.002998639,0.065288355,0.249309674,0.11628095,0.150021458,29327.28099,0.137382512,0.862617488,47818.63768,99949.27536,2,47157020221,2570,0.472373541,0.527626459,0.043968872,0.459922179,0.001945525,0.009338521,0.023346304,0.191828794,0.155252918,0.12431843,1009,0.061446977,0.938553023,50335,163400,2,47157,936374,0.391061691,0.608938309,0.06361881,0.536825029,0.026581259,0.001668137,0.070754848,0.243407015,0.131032045,0.115886197,405184,0.133248105,0.866751895,51657,150400,10,c(-10012424.5451481, 4201326.5372819)
