FacilityID,FacilityName,Street,City,County,State,ZIPCode,Longitude,Latitude,Chemical,PoundsReleased_2018,PoundsReleased_2019,PoundsReleased_2020,PoundsReleased_2021,PoundsReleased_2022,PoundsReleased_5yr_min,PoundsReleased_5yr_sum,PoundsReleased_5yr_max,Pounds_5yr_perc,Cancer_PoundsReleased_5yr_min,Cancer_PoundsReleased_5yr_sum,Cancer_PoundsReleased_5yr_max,Cancer_Pounds_5yr_perc,Cancer_weighted_5yr_sum,Dev_PoundsReleased_5yr_min,Dev_PoundsReleased_5yr_sum,Dev_PoundsReleased_5yr_max,Dev_Pounds_5yr_perc,Dev_weighted_5yr_sum,Asthma_PoundsReleased_5yr_min,Asthma_PoundsReleased_5yr_sum,Asthma_PoundsReleased_5yr_max,Asthma_Pounds_5yr_perc,Asthma_weighted_5yr_sum,population_10km,WhtPercent_10km,NWPercent_10km,HispPercent_10km,BlkPercent_10km,AsianPercent_10km,AmerIndPercent_10km,Under5Percent_10km,ReprodFemPercent_10km,Over64Percent_10km,EduPercent_10km,housing_units_10km,VacPercent_10km,OwnOccPercent_10km,avg_median_income_10km,avg_median_house_value_10km,population_county,WhtPercent_county,NWPercent_county,HispPercent_county,BlkPercent_county,AsianPercent_county,AmerIndPercent_county,Under5Percent_county,ReprodFemPercent_county,Over64Percent_county,EduPercent_county,housing_units_county,VacPercent_county,OwnOccPercent_county,avg_median_income_county,avg_median_house_value_county,WhtPercent_change,NWPercent_change,HispPercent_change,BlkPercent_change,AsianPercent_change,AmerIndPercent_change,Under5Percent_change,ReprodFemPercent_change,Over64Percent_change,EduPercent_change,NAICS,10km_Pounds_sum,10km_Pounds_min,10km_Pounds_max,10km_Cancer_Pounds_sum,10km_Cancer_Pounds_min,10km_Cancer_Pounds_max,10km_Dev_Pounds_sum,10km_Dev_Pounds_min,10km_Dev_Pounds_max,10km_Asthma_Pounds_sum,10km_Asthma_Pounds_min,10km_Asthma_Pounds_max,10km_facnum,Health_Risk_Count
46552DCTLT30350,EDCOAT LLC,30350 EDISON RD,NEW CARLISLE,ST JOSEPH,IN,46552,-86.455176,41.693392,N-Methyl-2-pyrrolidone,#NUM!,#NUM!,1561,2169,1420,1420,5150,2169,26.96436239,0,0,0,0,0,1420,5150,2169,67.36796909,4120,0,0,0,0,0,7681.210605,0.95427988,0.04572012,0.014410796,0.010875769,0.011697,0.000788131,0.065437859,0.186145799,0.185352681,0.08329788,3448.786105,0.113987434,0.886012566,69319.38462,162500,270881,0.763091542,0.236908458,0.089164615,0.128502922,0.025745623,0.004636722,0.064316065,0.232991609,0.157763003,0.101913346,117050,0.10824434,0.89175566,54433,134800,25.05444336,-80.70135607,-83.83798793,-91.53655879,-54.56703228,-83.00241847,1.74419,-20.10622196,17.4880533,-18.26597451,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers",38611.87,8698.14,22603.5,33461.87,7278.14,20434.5,12825.5,6433.5,8143.5,25786.37,2264.64,14460,0,1
4656WKZNCX985N9,K-Z INC.,0985 N 900 WEST,SHIPSHEWANA,LAGRANGE,IN,46565,-85.599602,41.65426,Tetrachloroethylene,#NUM!,#NUM!,#NUM!,12534.92,11112,11112,23646.92,12534.92,51.65306999,11112,23646.92,12534.92,60.79862602,18917.536,11112,23646.92,12534.92,76.77114641,14188.152,0,0,0,0,0,8894.092422,0.985617373,0.014382627,0.01627575,0.000837199,0.000435686,0.000297077,0.116034259,0.215817712,0.125604944,0.560296581,2701.942349,0.070718298,0.929281702,76032.54545,313381.8182,39537,0.972683815,0.027316185,0.04145484,0.001593444,0.001011711,0.000177049,0.092950907,0.205958975,0.138579053,0.38933806,14923,0.159217316,0.840782684,69331,194600,1.329677534,-47.34760087,-60.738602,-47.45980331,-56.93569827,67.79317109,24.83391837,4.786747711,-9.362243997,43.91004571,Travel Trailer and Camper Manufacturing,747550.23,125366,455108.23,497504.92,116331,214097.92,747550.22,125366,455108.22,0,0,0,2,2
4657WDSCRP114WL,KEYSTONE RV CO,1140 W LAKE ST,TOPEKA,LAGRANGE,IN,46571,-85.55348,41.539245,Tetrachloroethylene,#NUM!,#NUM!,#NUM!,20975,#NUM!,20975,20975,20975,64.19063976,20975,20975,20975,71.10347789,16780,20975,20975,20975,82.56762559,12585,0,0,0,0,0,7737.833441,0.960099965,0.039900035,0.05019567,0.000378825,0.005877401,0,0.094556429,0.208161367,0.111937594,0.595197043,2177.313763,0.05107958,0.94892042,72783.45455,258060,39537,0.972683815,0.027316185,0.04145484,0.001593444,0.001011711,0.000177049,0.092950907,0.205958975,0.138579053,0.38933806,14923,0.159217316,0.840782684,69331,194600,-1.293724587,46.06737634,21.08518578,-76.22599674,480.9370356,-100,1.727280224,1.069335428,-19.22473688,52.87409663,Travel Trailer and Camper Manufacturing,409045.23,75378,366762.23,158999.92,66343,125751.92,409045.22,75378,366762.22,0,0,0,2,2
4657WFRSTR42LEB,FOREST RIVER INC TOPEKA COMPLEX,402 LEHMAN AVE,TOPEKA,LAGRANGE,IN,46571,-85.54366,41.5449,Tetrachloroethylene,34969,19776,#NUM!,#NUM!,#NUM!,19776,54745,34969,73.8085015,19776,54745,34969,79.26148562,43796,19776,54745,34969,87.24774581,32847,0,0,0,0,0,7308.52373,0.963961765,0.036038235,0.016891335,0.000387276,0.005089161,0,0.099557509,0.202949445,0.116962087,0.596329034,2050.644543,0.067466549,0.932533451,73077.27273,288840,39537,0.972683815,0.027316185,0.04145484,0.001593444,0.001011711,0.000177049,0.092950907,0.205958975,0.138579053,0.38933806,14923,0.159217316,0.840782684,69331,194600,-0.896699433,31.92997232,-59.25364741,-75.69563835,403.0254106,-100,7.107625422,-1.461227844,-15.59901396,53.1648442,Travel Trailer and Camper Manufacturing,409045.23,75378,366762.23,158999.92,66343,125751.92,409045.22,75378,366762.22,0,0,0,2,2
46626MHWKL8401E,NCH CORP MOHAWK LABS DIV,8401 E 33RD ST,INDIANAPOLIS,MARION,IN,46226,-86.02028,39.81652,"Tetrachloroethylene, Dichloromethane (Methylene chloride)",1180.85,811.58,#NUM!,1206.53,425.4,425.4,3624.36,1206.53,21.42550451,425.4,3624.36,1206.53,35.03649635,2250.224,0,2812.78,1206.53,64.10476599,1687.668,0,0,0,0,0,191655.1908,0.473421937,0.526578063,0.108036034,0.439452022,0.0109446,0.003585707,0.068497973,0.247865478,0.127957117,0.145428285,87431.55666,0.108334373,0.891665627,50206.425,117183.1125,957337,0.598092417,0.401907583,0.105408022,0.282590143,0.035766924,0.002113153,0.072566923,0.250215964,0.125236986,0.132600923,424711,0.110701159,0.889298841,51219,145200,-20.84468489,31.01968832,2.493179557,55.50861629,-69.40021941,69.68510904,-5.607168512,-0.939382957,2.171987014,9.673659424,Polish and Other Sanitation Good Manufacturing,320852.31,48719.48,116049.08,311843.44,41315.61,108816.21,29397.65,10413.87,19545.4,44902,2898,12565,3,2
46628BRNCR2001W,ROYAL ADHESIVES & SEALANTS,2001 W WASHINGTON ST,SOUTH BEND,ST JOSEPH,IN,46628,-86.27839,41.67688,Tetrachloroethylene,609,663,1390,429,#NUM!,429,3091,1390,22.75654787,429,3091,1390,36.02404465,2472.8,429,3091,1390,64.79175612,1854.6,0,0,0,0,0,132562.3692,0.658071724,0.341928276,0.135660234,0.206563425,0.022399796,0.004847251,0.060364823,0.262241505,0.135938218,0.131783084,57970.32877,0.142586543,0.857413457,48627.95714,96615.10072,270881,0.763091542,0.236908458,0.089164615,0.128502922,0.025745623,0.004636722,0.064316065,0.232991609,0.157763003,0.101913346,117050,0.10824434,0.89175566,54433,134800,-13.7624141,44.32928181,52.14581965,60.746092,-12.99571002,4.540470077,-6.143475191,12.55405569,-13.8339057,29.30895677,Adhesive Manufacturing,37315.67,4353.64,19817,28877.37,2693.64,15850,8241,1849,3559,29074.67,2504.64,16258,1,2
46680NWNRG3201W,SOUTH BEND ETHANOL LLC,3201 W CALVERT ST,SOUTH BEND,ST JOSEPH,IN,46613,-86.29385,41.65382,Acetaldehyde,14460,2264.64,2869.68,2969.46,3222.59,2264.64,25786.37,14460,55.56032632,2264.64,25786.37,14460,63.97595535,15471.822,0,0,0,0,0,2264.64,25786.37,14460,82.00944611,24536.12074,108630.3818,0.63931977,0.36068023,0.153051158,0.226879217,0.012910034,0.004465744,0.06275128,0.257437656,0.137416748,0.137026107,45399.40872,0.132404834,0.867595166,49074.25424,96531.65833,270881,0.763091542,0.236908458,0.089164615,0.128502922,0.025745623,0.004636722,0.064316065,0.232991609,0.157763003,0.101913346,117050,0.10824434,0.89175566,54433,134800,-16.21978031,52.24455588,71.65010903,76.55568727,-49.85542049,-3.687482339,-2.432960674,10.49224356,-12.89672151,34.45354549,Ethyl Alcohol Manufacturing,37315.67,4353.64,19817,28877.37,2693.64,15850,8241,1849,3559,29074.67,2504.64,16258,1,2
4671WGRNPL1441S,VALERO BLUFFTON PLANT,1441 S ADAMS ST,BLUFFTON,WELLS,IN,46714,-85.203117,40.72081,"Formaldehyde, Acetaldehyde",12019,6712,3507,7711,9217,329,43016,12019,50.66552168,329,43016,12019,59.98282525,23499.6,0,0,0,0,0,329,43016,12019,79.08973809,37267.04087,12406.22156,0.945069236,0.054930764,0.041884523,0.017881664,0.002719138,0.000266409,0.063655415,0.192251751,0.17795402,0.076330976,5397.661661,0.073416025,0.926583975,60297.76471,126258.8235,28010,0.949946448,0.050053552,0.03116744,0.00813995,0.003820064,0.002034988,0.062584791,0.201178151,0.181328097,0.077541794,11923,0.067181079,0.932818921,57565,132500,-0.513419643,9.743987053,34.38550947,119.6778086,-28.81956427,-86.90857223,1.710677445,-4.437062237,-1.860757792,-1.561503968,Ethyl Alcohol Manufacturing,43016,329,12019,43016,329,12019,0,0,0,43016,329,12019,0,2
4672WPRCSN9WCNN,TITUS PRECISION LLC,900 W. CONNEXION WAY,COLUMBIA CITY,WHITLEY,IN,46725,-85.50981,41.17129,Tetrabromobisphenol A,0.001,0.001,0.001,0.0002,#NUM!,0.0002,0.0032,0.001,0.085873766,0.0002,0.0032,0.001,17.43237441,0,0,0,0,0,0,0,0,0,0,0,13979.87692,0.959183707,0.040816293,0.019457649,0.006509497,0.00455741,0.003318445,0.061129597,0.235145705,0.18941925,0.102546158,6292.806588,0.051616238,0.948383762,64694.78947,158015.7895,33899,0.962830762,0.037169238,0.021416561,0.003775923,0.004306912,0.001917461,0.060739255,0.202778843,0.178677837,0.08553022,14911,0.073033331,0.926966669,64992,151900,-0.378784676,9.812026234,-9.146717879,72.39486722,5.816200774,73.0645826,0.642651594,15.9616562,6.011608786,19.89465075,All Other Plastics Product Manufacturing,500.0032,500.0002,500.001,500.0032,500.0002,500.001,0,0,0,500,500,500,1,1
4672WPYRTK4447E,PYROTEK,4447 E PARK 30 DR,COLUMBIA CITY,WHITLEY,IN,46725,-85.40677,41.13711,Formaldehyde,500,#NUM!,#NUM!,#NUM!,#NUM!,500,500,500,14.16917132,500,500,500,29.19708029,500,0,0,0,0,0,500,500,500,58.65178188,501.1399907,10618.49493,0.958746884,0.041253116,0.013214262,0.005506759,0.003320142,0.003819543,0.055729789,0.230131904,0.177383228,0.082557086,4613.519174,0.047551483,0.952448517,63026.88889,151811.1111,33899,0.962830762,0.037169238,0.021416561,0.003775923,0.004306912,0.001917461,0.060739255,0.202778843,0.178677837,0.08553022,14911,0.073033331,0.926966669,64992,151900,-0.42415323,10.9872518,-38.29886111,45.83875984,-22.91130932,99.19797039,-8.247493343,13.48910973,-0.724549294,-3.476120054,Other Fabricated Wire Product Manufacturing,500.0032,500.0002,500.001,500.0032,500.0002,500.001,0,0,0,500,500,500,1,2
46761DTCHH1500N,"FOREST RIVER, INC. -LAGRANGE COMPLEX",1500 N DETROIT ST,LAGRANGE,LAGRANGE,IN,46761,-85.42361,41.66083,Tetrachloroethylene,#NUM!,#NUM!,#NUM!,12120,#NUM!,12120,12120,12120,50.92314298,12120,12120,12120,60.19750966,9696,12120,12120,12120,76.47058824,7272,0,0,0,0,0,9620.326613,0.946590584,0.053409416,0.107203371,0.001469837,0.001356017,0.000727626,0.107913413,0.200271109,0.140898549,0.31861529,3574.164924,0.113984394,0.886015606,63222.53846,205653.8462,39537,0.972683815,0.027316185,0.04145484,0.001593444,0.001011711,0.000177049,0.092950907,0.205958975,0.138579053,0.38933806,14923,0.159217316,0.840782684,69331,194600,-2.682601562,95.52297061,158.6027861,-7.757258492,34.03214132,310.9735728,16.09721435,-2.761650162,1.67377153,-18.16487456,Travel Trailer and Camper Manufacturing,111486.92,63983,80598.92,111486.92,63983,80598.92,111486.92,63983,80598.92,0,0,0,0,2
46767FRDNB1496G,VIBRACOUSTIC NORTH AMERICA LP,1496 GERBER ST,LIGONIER,NOBLE,IN,46767,-85.60297,41.479952,N-Methyl-2-pyrrolidone,241010.31,9035,#NUM!,#NUM!,#NUM!,9035,250045.31,241010.31,92.57191928,0,0,0,0,0,9035,250045.3,241010.3,96.0068699,200036.24,0,0,0,0,0,9653.050182,0.926693319,0.073306681,0.311370723,0.001979295,0.008015694,6.51415E-07,0.089413847,0.22830099,0.105316736,0.392328833,3226.505387,0.067659686,0.932340314,66120.78571,159161.5385,47640,0.948488665,0.051511335,0.10440806,0.00631822,0.007556675,0.00054576,0.064735516,0.210012594,0.157808564,0.161485428,20659,0.122271165,0.877728835,58947,132400,-2.297902621,42.31174728,198.2247939,-68.67321079,6.074346644,-99.88064075,38.12177986,8.708237697,-33.26297828,142.9499917,All Other Rubber Product Manufacturing,616362.23,100142,379532.23,366316.92,91107,138521.92,616362.22,100142,379532.22,0,0,0,2,1
4677WSDRMN1785R,SAUDER MANUFACTURING CO,10785 ROSE AVE,NEW HAVEN,ALLEN,IN,46774,-85.003158,41.078372,1-Bromopropane,#NUM!,#NUM!,#NUM!,10748,15508,10748,26256,15508,56.89136969,10748,26256,15508,65.13525118,15753.6,10748,26256,15508,79.00386432,15753.6,0,0,0,0,0,56190.53717,0.86701267,0.13298733,0.04284623,0.068061698,0.029085377,0.001752747,0.076452344,0.227666259,0.177164232,0.089067298,22877.7959,0.055251641,0.944748359,58126.60784,126649.0196,375520,0.775436728,0.224563272,0.076363443,0.11346666,0.042157542,0.001997231,0.070132084,0.230850554,0.145784512,0.100978648,159424,0.077660829,0.922339171,57104,136700,11.80959562,-40.77957223,-43.89169963,-40.01612622,-31.00789144,-12.24110923,9.011939162,-1.379375246,21.52472832,-11.79590885,Institutional Furniture Manufacturing,228623.2,39045,64340,26256,10748,15508,228623.2,39045,64340,0,0,0,1,2
46783GMCTR12200,GM TRUCK GROUP FORT WAYNE ASSEMBLY,12200 LAFAYETTE CENTER RD,ROANOKE,ALLEN,IN,46783,-85.302752,40.964311,Formaldehyde,92200,89200,87080,101300,66100,66100,435880,101300,87.37655646,66100,435880,101300,90.29626449,435880,0,0,0,0,0,66100,435880,101300,97.55259768,436873.7983,11534.64458,0.869963625,0.130036375,0.028674164,0.027006511,0.055168813,0.000618505,0.052051339,0.20925644,0.164196356,0.075759199,4598.720178,0.054720981,0.945279019,87688,196937.5,375520,0.775436728,0.224563272,0.076363443,0.11346666,0.042157542,0.001997231,0.070132084,0.230850554,0.145784512,0.100978648,159424,0.077660829,0.922339171,57104,136700,12.19014955,-42.09365843,-62.45040494,-76.19872601,30.86344882,-69.0318504,-25.78098803,-9.354153063,12.62949217,-24.97503067,Automobile and Light Duty Motor Vehicle Manufacturing,617294.2,91220,143895,435880,66100,101300,181414.2,25120,42595,435880,66100,101300,0,2
46801PHLPS4300N,REA MAGNET WIRE CO,4300 NEW HAVEN AVE,FORT WAYNE,ALLEN,IN,46803,-85.083677,41.067874,N-Methyl-2-pyrrolidone,3177,3355,4450,3734,6237,3177,20953,6237,39.50193216,0,0,0,0,0,3177,20953,6237,71.91927866,16762.4,0,0,0,0,0,167736.4507,0.663433993,0.336566007,0.112625254,0.186556133,0.057073904,0.002727965,0.076502437,0.246334827,0.130131798,0.140365554,73809.13186,0.107981583,0.892018417,46854.96129,95686.48649,375520,0.775436728,0.224563272,0.076363443,0.11346666,0.042157542,0.001997231,0.070132084,0.230850554,0.145784512,0.100978648,159424,0.077660829,0.922339171,57104,136700,-14.44382641,49.87580282,47.48582522,64.4149332,35.38243008,36.58738729,9.083365598,6.707488157,-10.73688411,39.00518302,"Copper Rolling, Drawing, Extruding, and Alloying",228623.2,39045,64340,26256,10748,15508,228623.2,39045,64340,0,0,0,2,1
46802SSXGR1601W,ESSEX GROUP INC CHEMICAL PROCESSING PLANT,1601 WALL ST,FORT WAYNE,ALLEN,IN,46802,-85.159162,41.06979,N-Methyl-2-pyrrolidone,42595,40965.2,25120,33252,39482,25120,181414.2,42595,76.77114641,0,0,0,0,0,25120,181414.2,42595,88.66466295,145131.36,0,0,0,0,0,150070.4615,0.640547823,0.359452177,0.126789784,0.200145996,0.055738977,0.002911821,0.072537137,0.244713036,0.124817473,0.148123178,69326.55734,0.116323874,0.883676126,45312.85235,93317.14286,375520,0.775436728,0.224563272,0.076363443,0.11346666,0.042157542,0.001997231,0.070132084,0.230850554,0.145784512,0.100978648,159424,0.077660829,0.922339171,57104,136700,-17.39521747,60.0672157,66.03466183,76.39189926,32.21590912,45.7929473,3.429319902,6.004959434,-14.38221273,46.68762334,Paint and Coating Manufacturing,664503.2,105145,165640,462136,76848,116808,228623.2,39045,64340,435880,66100,101300,1,1
46901SYNDC945SL,SYNDICATE SALES INC,945 S LINDSAY ST,KOKOMO,HOWARD,IN,46901,-86.144634,40.476857,Formaldehyde,1364.932,1313.286,1072.51,1686.16,1927.173,1072.51,7364.061,1927.173,25.6762559,1072.51,7364.061,1927.173,38.34263632,7364.061,0,0,0,0,0,1072.51,7364.061,1927.173,64.01889223,7380.850922,62716.70808,0.835959725,0.164040275,0.036825747,0.103005347,0.015470007,0.006965629,0.06377579,0.210247064,0.192047199,0.102298959,31468.08562,0.132720241,0.867279759,57014.92727,110515.7895,82486,0.865577189,0.134422811,0.034878646,0.081383508,0.013711418,0.005370608,0.060931552,0.207841331,0.191741629,0.091606924,39662,0.126821643,0.873178357,56387,113900,-3.421701108,22.03306419,5.582500868,26.56783978,12.82572579,29.6990727,4.667923791,1.157485548,0.159365565,11.67164437,Urethane and Other Foam Product (except Polystyrene) Manufacturing,7364.061,1072.51,1927.173,7364.061,1072.51,1927.173,0,0,0,7364.061,1072.51,1927.173,0,2
46947CPLYCSTATE,HEIDELBERG MATERIALS US CEMENT LLC,STATE RD 25 SOUTH 3084 W CR. 225 S,LOGANSPORT,CASS,IN,46947,-86.433441,40.734521,"Dichloromethane (Methylene chloride), Tetrachloroethylene, Trichloroethylene, Di(2-ethylhexyl) phthalate",1488,1483,1485,1485,1490,2,7797,1490,23.22885359,2,7797,1490,36.36753972,5944.8,0,366,43,54.18634607,127.2,0,0,0,0,0,15034.15299,0.748470599,0.251529401,0.261702699,0.021601347,0.009193266,0.002345197,0.083132573,0.21314263,0.12451214,0.215687113,5855.151798,0.118825421,0.881174579,50074.57692,85376,37727,0.837490391,0.162509609,0.156969809,0.011742254,0.016592891,0.003472314,0.059320911,0.207066557,0.176213322,0.147527081,16362,0.086297519,0.913702481,49020,91500,-10.62935092,54.77817187,66.72167717,83.96252986,-44.59515108,-32.46011307,40.14041882,2.934357423,-29.34010983,46.20170904,Cement Manufacturing,47297,7453,9631,47297,7453,9631,366,0,43,39500,7451,8141,1,2
46947NDRSN3389W,THE ANDERSONS MARATHON HOLDINGS LLC - CLYMERS FACILITY,3389 W CR 300 S,LOGANSPORT,CASS,IN,46947,-86.435982,40.719022,Acetaldehyde,7451,8108,8141,8050,7750,7451,39500,8141,43.45212538,7451,39500,8141,53.6281666,23700,0,0,0,0,0,7451,39500,8141,74.62430228,37584.84692,10287.33046,0.772467812,0.227532188,0.212188406,0.025915837,0.010404168,0.003170802,0.076285613,0.201511768,0.131006715,0.227574975,3965.087853,0.109551735,0.890448265,50864.6,85910.52632,37727,0.837490391,0.162509609,0.156969809,0.011742254,0.016592891,0.003472314,0.059320911,0.207066557,0.176213322,0.147527081,16362,0.086297519,0.913702481,49020,91500,-7.763979152,40.01152916,35.17784542,120.7058179,-37.29743508,-8.683336387,28.59818271,-2.682610563,-25.65447774,54.25979697,Ethyl Alcohol Manufacturing,47297,7453,9631,47297,7453,9631,366,0,43,39500,7451,8141,1,2
46952CNTRL2955W,CENTRAL INDIANA ETHANOL LLC,2955 W DELPHI PIKE,MARION,GRANT,IN,46952,-85.72772,40.56492,"Formaldehyde, Acetaldehyde",2606.3,2631.9,1504.61,1521.24,1735.37,369.5,12283.56,2631.9,28.89652211,369.5,12283.56,2631.9,40.96178617,5999.652,0,0,0,0,0,369.5,12283.56,2631.9,65.43580936,9514.59924,27968.04011,0.792856465,0.207143535,0.058039542,0.136376739,0.010607963,0.001001217,0.056925419,0.213864449,0.20029756,0.149941652,13956.50131,0.141680157,0.858319843,45719.3125,94809.67742,66055,0.872273106,0.127726894,0.044478086,0.072242828,0.009007645,0.002664446,0.056331845,0.224570434,0.189872076,0.12,30489,0.11784578,0.88215422,46900,96300,-9.104561387,62.17691335,30.49019616,88.77547142,17.76621345,-62.42306868,1.053709396,-4.767316939,5.490793455,24.95137656,Ethyl Alcohol Manufacturing,12283.56,369.5,2631.9,12283.56,369.5,2631.9,0,0,0,12283.56,369.5,2631.9,0,2
46962PTBRF868E8,POET BIOREFINING-NORTH MANCHESTER LLC,868 E 800 N,NORTH MANCHESTER,WABASH,IN,46962,-85.784287,40.946233,"Formaldehyde, Acetaldehyde",4310,7110,6810,3867,7529,641,34174,7529,42.12108201,641,34174,7529,52.46887076,17775.6,0,0,0,0,0,641,34174,7529,73.8085015,28189.5867,6885.08064,0.921243413,0.078756587,0.057122694,0.020404565,0.001834452,0.012508776,0.046120985,0.221209912,0.199195541,0.14108785,2821.685637,0.095385025,0.904614975,60223,120316.6667,31198,0.951535355,0.048464645,0.026668376,0.010577601,0.005545227,0.008590294,0.051734086,0.206647862,0.208090262,0.10286167,14162,0.102880949,0.897119051,56573,109600,-3.183480422,62.50317448,114.1963714,92.90351623,-66.91836797,45.61522286,-10.84990685,7.046794457,-4.274453285,37.16270537,Ethyl Alcohol Manufacturing,353140,57481,76601,353140,57481,76601,0,0,0,353140,57481,76601,0,2
46992SGNTRMILLS,THERMAFIBER INC,3711 MILL ST,WABASH,WABASH,IN,46992,-85.860415,40.796213,Formaldehyde,66606,66777,59671,69072,56840,56840,318966,69072,83.25461571,56840,318966,69072,87.07599828,318966,0,0,0,0,0,56840,318966,69072,95.87805925,319693.2365,12483.9397,0.966100518,0.033899482,0.0211532,0.001493789,0.006427379,0.003424937,0.049624008,0.205885121,0.211752662,0.098608294,6126.678764,0.091735484,0.908264516,57452.86957,112056.5217,31198,0.951535355,0.048464645,0.026668376,0.010577601,0.005545227,0.008590294,0.051734086,0.206647862,0.208090262,0.10286167,14162,0.102880949,0.897119051,56573,109600,1.530701239,-30.05317261,-20.68058659,-85.87781228,15.90830548,-60.13015951,-4.078698757,-0.369101823,1.760005407,-4.135044737,Mineral Wool Manufacturing,353140,57481,76601,353140,57481,76601,0,0,0,353140,57481,76601,0,2
47112VNTFB3430C,DARAMIC LLC,3430 CLINE RD NW,CORYDON,HARRISON,IN,47112,-86.135167,38.247333,Trichloroethylene,534961.785,78961.7,239956.357,#NUM!,#NUM!,78961.7,853879.842,534961.785,95.40575354,78961.7,853879.9,534961.8,96.82267067,853879.9,78961.7,853879.9,534961.8,97.63847145,512327.94,0,0,0,0,0,12530.60753,0.956759648,0.043240352,0.035982199,0.005403285,0.00100678,0,0.057570154,0.213453314,0.188714968,0.105714419,5448.394355,0.154724781,0.845275219,62410.53846,167692.3077,40164,0.963300468,0.036699532,0.020042824,0.005452644,0.005328155,0.001170202,0.056020317,0.206652724,0.176576038,0.102112055,17173,0.153671461,0.846328539,59169,159500,-0.679001054,17.82262605,79.52658856,-0.905241284,-81.1045342,-100,2.766562702,3.290830324,6.874618782,3.527853037,Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing,853879.842,78961.7,534961.785,853879.9,78961.7,534961.8,853879.9,78961.7,534961.8,0,0,0,0,2
47150SPWNM2049I,SPAWN MATE INC,2049 INDIANA AVE,NEW ALBANY,FLOYD,IN,47150,-85.815496,38.310625,Formaldehyde,168,127,99,80,59,59,533,168,9.016745384,59,533,168,24.86045513,533,0,0,0,0,0,59,533,168,56.33319021,534.2152301,123593.8924,0.677440487,0.322559513,0.051788962,0.267262565,0.007241773,0.002258275,0.06041127,0.228859359,0.164930657,0.14584781,58633.53262,0.1502654,0.8497346,48989.625,124422.9508,77879,0.896737246,0.103262754,0.034206911,0.051631377,0.01129958,0.002516725,0.058025912,0.224591995,0.161019017,0.090408717,33011,0.113507619,0.886492381,67603,179100,-24.45496269,212.3677231,51.3991206,417.6359434,-35.91113323,-10.26927096,4.110850236,1.900051474,2.429303119,61.32051631,Nitrogenous Fertilizer Manufacturing,156986.07,18145.25,36451.31,156408.07,18093.25,36202.31,65092.07,1934.25,13886.31,91894,16211,22565,2,2
47170MLTCLHWY31,MULTI-COLOR CORP,2281 S US 31,SCOTTSBURG,SCOTT,IN,47170,-85.773955,38.660348,N-Methyl-2-pyrrolidone,19539,12030,8515,9003.61,9766.5,8515,58854.11,19539,62.55903821,0,0,0,0,0,8515,58854.11,19539,81.62301417,47083.288,0,0,0,0,0,12226.34721,0.971547306,0.028452694,0.03040284,0.003457735,0,0.008097267,0.05889185,0.215802365,0.185199221,0.187553417,5320.545161,0.084620528,0.915379472,56053.93333,127013.3333,23785,0.965860837,0.034139163,0.024132857,0.001765819,0.002774858,0.006768972,0.059953752,0.211057389,0.17099012,0.192473183,10667,0.134902034,0.865097966,45123,107800,0.58874626,-16.65673377,25.98110471,95.81480224,-100,19.62329187,-1.77120254,2.24819235,8.309895837,-2.556079016,Commercial Printing (except Screen and Books),58854.11,8515,19539,0,0,0,58854.11,8515,19539,0,0,0,0,1
47331RCLMD1500W,RECLAIMED ENERGY DIV SUPERIOR INDUSTRIAL SOLUTIONS IN,1500 WESTERN AVE,CONNERSVILLE,FAYETTE,IN,47331,-85.13884,39.65162,"N-Methyl-2-pyrrolidone, Tetrachloroethylene, Trichloroethylene, 1-Bromopropane, Phthalic anhydride",34155,55741.9,58966,32082,19154,647,364597.44,58966,81.49420352,0,269046.44,58966,85.44439674,114346.74,0,351516.44,58966,90.63975955,114346.74,0,13081,13081,80.50665522,6084.186047,17148.71824,0.937115641,0.062884359,0.015505043,0.033808771,9.54937E-05,0.002565789,0.05237588,0.209682323,0.205271789,0.183890748,8206.624507,0.100885997,0.899114003,51400.66667,88220,23068,0.949367089,0.050632911,0.012874978,0.026053407,0.000433501,0.001907404,0.052150165,0.208644009,0.19984394,0.165376277,10818,0.104640414,0.895359586,47465,84000,-1.290485849,24.19660966,20.42772015,29.76717493,-77.97150969,34.51734219,0.432818494,0.497648636,2.716044008,11.19536047,Hazardous Waste Treatment and Disposal,364597.44,647,58966,269046.44,0,58966,351516.44,0,58966,13081,0,13081,0,3
